trial,byte_idx,bit_idx,original_outcome,defended_outcome
7797,557,2,silent_wrong_output,integrity_check_abort
7799,215,3,silent_wrong_output,integrity_check_abort
7800,98,0,silent_wrong_output,integrity_check_abort
7805,532,0,silent_wrong_output,integrity_check_abort
7806,437,6,silent_wrong_output,integrity_check_abort
7807,62,6,silent_wrong_output,integrity_check_abort
7809,143,7,silent_wrong_output,integrity_check_abort
7811,55,2,silent_wrong_output,integrity_check_abort
7812,20,4,silent_wrong_output,integrity_check_abort
7813,7,0,silent_wrong_output,integrity_check_abort
7814,60,3,silent_wrong_output,integrity_check_abort
7816,381,3,silent_wrong_output,integrity_check_abort
7817,194,3,silent_wrong_output,integrity_check_abort
7818,52,5,silent_wrong_output,integrity_check_abort
7823,611,0,silent_wrong_output,integrity_check_abort
7825,649,0,silent_wrong_output,integrity_check_abort
7828,321,6,silent_wrong_output,integrity_check_abort
7829,476,1,silent_wrong_output,integrity_check_abort
7832,146,2,silent_wrong_output,integrity_check_abort
7834,484,6,silent_wrong_output,integrity_check_abort
7843,720,3,silent_wrong_output,integrity_check_abort
7845,514,4,silent_wrong_output,integrity_check_abort
7847,598,4,silent_wrong_output,integrity_check_abort
7848,281,7,silent_wrong_output,integrity_check_abort
7851,224,1,silent_wrong_output,integrity_check_abort
7853,391,4,silent_wrong_output,integrity_check_abort
7854,91,3,silent_wrong_output,integrity_check_abort
7855,676,3,silent_wrong_output,integrity_check_abort
7857,573,3,silent_wrong_output,integrity_check_abort
7864,295,0,silent_wrong_output,integrity_check_abort
7865,452,0,silent_wrong_output,integrity_check_abort
7866,273,3,silent_wrong_output,integrity_check_abort
7869,276,7,silent_wrong_output,integrity_check_abort
7870,92,6,silent_wrong_output,integrity_check_abort
7872,143,4,silent_wrong_output,integrity_check_abort
7875,485,0,silent_wrong_output,integrity_check_abort
7876,304,7,silent_wrong_output,integrity_check_abort
7879,648,5,silent_wrong_output,integrity_check_abort
7881,177,4,silent_wrong_output,integrity_check_abort
7882,635,6,silent_wrong_output,integrity_check_abort
7884,667,4,silent_wrong_output,integrity_check_abort
7885,53,4,silent_wrong_output,integrity_check_abort
7886,565,1,silent_wrong_output,integrity_check_abort
7894,642,4,silent_wrong_output,integrity_check_abort
7900,324,4,silent_wrong_output,integrity_check_abort
7902,160,6,silent_wrong_output,integrity_check_abort
7903,559,5,silent_wrong_output,integrity_check_abort
7904,500,5,silent_wrong_output,integrity_check_abort
7909,604,0,silent_wrong_output,integrity_check_abort
7910,512,5,silent_wrong_output,integrity_check_abort
7911,568,5,silent_wrong_output,integrity_check_abort
7914,537,2,silent_wrong_output,integrity_check_abort
7915,123,4,silent_wrong_output,integrity_check_abort
7916,374,1,silent_wrong_output,integrity_check_abort
7917,117,1,silent_wrong_output,integrity_check_abort
7920,4,7,silent_wrong_output,integrity_check_abort
7922,408,3,silent_wrong_output,integrity_check_abort
7926,486,7,silent_wrong_output,integrity_check_abort
7928,650,2,silent_wrong_output,integrity_check_abort
7930,595,3,silent_wrong_output,integrity_check_abort
7931,281,3,silent_wrong_output,integrity_check_abort
7932,218,6,silent_wrong_output,integrity_check_abort
7934,286,6,silent_wrong_output,integrity_check_abort
7936,569,7,silent_wrong_output,integrity_check_abort
7937,549,4,silent_wrong_output,integrity_check_abort
7938,258,0,silent_wrong_output,integrity_check_abort
7939,236,1,silent_wrong_output,integrity_check_abort
7940,201,1,silent_wrong_output,integrity_check_abort
7942,712,2,silent_wrong_output,integrity_check_abort
7943,415,0,silent_wrong_output,integrity_check_abort
7946,325,7,silent_wrong_output,integrity_check_abort
7948,312,7,silent_wrong_output,integrity_check_abort
7949,520,6,silent_wrong_output,integrity_check_abort
7950,166,0,silent_wrong_output,integrity_check_abort
7955,142,6,silent_wrong_output,integrity_check_abort
7962,336,5,silent_wrong_output,integrity_check_abort
7963,590,0,silent_wrong_output,integrity_check_abort
7964,740,3,silent_wrong_output,integrity_check_abort
7969,608,2,silent_wrong_output,integrity_check_abort
7971,258,5,silent_wrong_output,integrity_check_abort
7974,494,5,silent_wrong_output,integrity_check_abort
7976,208,6,silent_wrong_output,integrity_check_abort
7979,600,3,silent_wrong_output,integrity_check_abort
7987,19,6,silent_wrong_output,integrity_check_abort
7988,92,4,silent_wrong_output,integrity_check_abort
7989,468,4,silent_wrong_output,integrity_check_abort
7991,671,0,silent_wrong_output,integrity_check_abort
7995,29,4,silent_wrong_output,integrity_check_abort
7996,343,3,silent_wrong_output,integrity_check_abort
7998,727,0,silent_wrong_output,integrity_check_abort
7999,34,7,silent_wrong_output,integrity_check_abort
8000,266,3,silent_wrong_output,integrity_check_abort
8002,337,5,silent_wrong_output,integrity_check_abort
8004,730,2,silent_wrong_output,integrity_check_abort
8006,186,0,silent_wrong_output,integrity_check_abort
8007,385,6,silent_wrong_output,integrity_check_abort
8008,307,1,silent_wrong_output,integrity_check_abort
8012,750,7,silent_wrong_output,integrity_check_abort
8013,566,5,silent_wrong_output,integrity_check_abort
8015,313,7,silent_wrong_output,integrity_check_abort
8018,748,1,silent_wrong_output,integrity_check_abort
8019,79,6,silent_wrong_output,integrity_check_abort
8021,311,0,silent_wrong_output,integrity_check_abort
8022,367,6,silent_wrong_output,integrity_check_abort
8025,323,3,silent_wrong_output,integrity_check_abort
8026,187,3,silent_wrong_output,integrity_check_abort
8027,94,3,silent_wrong_output,integrity_check_abort
8031,123,2,silent_wrong_output,integrity_check_abort
8032,680,5,silent_wrong_output,integrity_check_abort
8033,71,6,silent_wrong_output,integrity_check_abort
8034,58,5,silent_wrong_output,integrity_check_abort
8035,702,3,silent_wrong_output,integrity_check_abort
8036,578,7,silent_wrong_output,integrity_check_abort
8038,143,5,silent_wrong_output,integrity_check_abort
8040,475,1,silent_wrong_output,integrity_check_abort
8045,455,3,silent_wrong_output,integrity_check_abort
8047,676,3,silent_wrong_output,integrity_check_abort
8048,482,1,silent_wrong_output,integrity_check_abort
8050,553,2,silent_wrong_output,integrity_check_abort
8052,49,5,silent_wrong_output,integrity_check_abort
8054,525,3,silent_wrong_output,integrity_check_abort
8055,753,5,silent_wrong_output,integrity_check_abort
8056,319,4,silent_wrong_output,integrity_check_abort
8060,696,3,silent_wrong_output,integrity_check_abort
8064,451,0,silent_wrong_output,integrity_check_abort
8066,380,3,silent_wrong_output,integrity_check_abort
8072,714,5,silent_wrong_output,integrity_check_abort
8074,37,0,silent_wrong_output,integrity_check_abort
8076,734,1,silent_wrong_output,integrity_check_abort
8079,552,6,silent_wrong_output,integrity_check_abort
8080,114,4,silent_wrong_output,integrity_check_abort
8081,228,6,silent_wrong_output,integrity_check_abort
8084,289,3,silent_wrong_output,integrity_check_abort
8089,389,4,silent_wrong_output,integrity_check_abort
8090,62,4,silent_wrong_output,integrity_check_abort
8091,377,0,silent_wrong_output,integrity_check_abort
8092,79,2,silent_wrong_output,integrity_check_abort
8094,489,3,silent_wrong_output,integrity_check_abort
8095,247,4,silent_wrong_output,integrity_check_abort
8098,631,4,silent_wrong_output,integrity_check_abort
8101,21,1,silent_wrong_output,integrity_check_abort
8103,683,0,silent_wrong_output,integrity_check_abort
8104,748,7,silent_wrong_output,integrity_check_abort
8106,683,0,silent_wrong_output,integrity_check_abort
8108,737,1,silent_wrong_output,integrity_check_abort
8109,219,7,silent_wrong_output,integrity_check_abort
8111,427,0,silent_wrong_output,integrity_check_abort
8112,106,1,silent_wrong_output,integrity_check_abort
8114,240,3,silent_wrong_output,integrity_check_abort
8115,239,6,silent_wrong_output,integrity_check_abort
8117,511,4,silent_wrong_output,integrity_check_abort
8118,668,3,silent_wrong_output,integrity_check_abort
8121,164,0,silent_wrong_output,integrity_check_abort
8125,62,3,silent_wrong_output,integrity_check_abort
8126,650,5,silent_wrong_output,integrity_check_abort
8130,291,4,silent_wrong_output,integrity_check_abort
8131,462,0,silent_wrong_output,integrity_check_abort
8132,284,7,silent_wrong_output,integrity_check_abort
8133,228,6,silent_wrong_output,integrity_check_abort
8135,281,5,silent_wrong_output,integrity_check_abort
8137,163,5,silent_wrong_output,integrity_check_abort
8138,203,6,silent_wrong_output,integrity_check_abort
8141,430,5,silent_wrong_output,integrity_check_abort
8143,265,6,silent_wrong_output,integrity_check_abort
8145,517,0,silent_wrong_output,integrity_check_abort
8146,625,0,silent_wrong_output,integrity_check_abort
8148,514,0,silent_wrong_output,integrity_check_abort
8151,55,2,silent_wrong_output,integrity_check_abort
8152,191,6,silent_wrong_output,integrity_check_abort
8154,675,2,silent_wrong_output,integrity_check_abort
8155,180,3,silent_wrong_output,integrity_check_abort
8156,551,5,silent_wrong_output,integrity_check_abort
8157,211,7,silent_wrong_output,integrity_check_abort
8158,713,7,silent_wrong_output,integrity_check_abort
8159,536,6,silent_wrong_output,integrity_check_abort
8160,315,1,silent_wrong_output,integrity_check_abort
8161,57,4,silent_wrong_output,integrity_check_abort
8162,677,5,silent_wrong_output,integrity_check_abort
8164,459,4,silent_wrong_output,integrity_check_abort
8166,584,0,silent_wrong_output,integrity_check_abort
8167,205,4,silent_wrong_output,integrity_check_abort
8168,741,1,silent_wrong_output,integrity_check_abort
8170,305,4,silent_wrong_output,integrity_check_abort
8171,361,2,silent_wrong_output,integrity_check_abort
8172,55,3,silent_wrong_output,integrity_check_abort
8173,213,0,silent_wrong_output,integrity_check_abort
8174,728,4,silent_wrong_output,integrity_check_abort
8176,156,5,silent_wrong_output,integrity_check_abort
8177,373,0,silent_wrong_output,integrity_check_abort
8178,603,2,silent_wrong_output,integrity_check_abort
8179,752,7,silent_wrong_output,integrity_check_abort
8182,142,0,silent_wrong_output,integrity_check_abort
8183,51,4,silent_wrong_output,integrity_check_abort
8189,6,0,silent_wrong_output,integrity_check_abort
8193,377,7,silent_wrong_output,integrity_check_abort
8194,19,6,silent_wrong_output,integrity_check_abort
8195,743,6,silent_wrong_output,integrity_check_abort
8200,598,6,silent_wrong_output,integrity_check_abort
8202,121,7,silent_wrong_output,integrity_check_abort
8203,585,6,silent_wrong_output,integrity_check_abort
8204,692,4,silent_wrong_output,integrity_check_abort
8205,40,7,silent_wrong_output,integrity_check_abort
8208,437,0,silent_wrong_output,integrity_check_abort
8213,298,4,silent_wrong_output,integrity_check_abort
8214,98,1,silent_wrong_output,integrity_check_abort
8215,602,0,silent_wrong_output,integrity_check_abort
8216,193,5,silent_wrong_output,integrity_check_abort
8218,257,3,silent_wrong_output,integrity_check_abort
8221,517,7,silent_wrong_output,integrity_check_abort
8224,469,2,silent_wrong_output,integrity_check_abort
8229,758,1,silent_wrong_output,integrity_check_abort
8231,615,0,silent_wrong_output,integrity_check_abort
8232,112,7,silent_wrong_output,integrity_check_abort
8233,364,5,silent_wrong_output,integrity_check_abort
8234,0,3,silent_wrong_output,integrity_check_abort
8237,8,3,silent_wrong_output,integrity_check_abort
8239,591,6,silent_wrong_output,integrity_check_abort
8242,512,6,silent_wrong_output,integrity_check_abort
8243,67,5,silent_wrong_output,integrity_check_abort
8245,131,3,silent_wrong_output,integrity_check_abort
8247,20,1,silent_wrong_output,integrity_check_abort
8250,399,5,silent_wrong_output,integrity_check_abort
8252,83,5,silent_wrong_output,integrity_check_abort
8253,109,1,silent_wrong_output,integrity_check_abort
8254,212,2,silent_wrong_output,integrity_check_abort
8258,286,6,silent_wrong_output,integrity_check_abort
8259,336,4,silent_wrong_output,integrity_check_abort
8260,347,3,silent_wrong_output,integrity_check_abort
8261,261,4,silent_wrong_output,integrity_check_abort
8264,373,7,silent_wrong_output,integrity_check_abort
8265,173,1,silent_wrong_output,integrity_check_abort
8267,14,4,silent_wrong_output,integrity_check_abort
8268,65,0,silent_wrong_output,integrity_check_abort
8271,606,3,silent_wrong_output,integrity_check_abort
8273,483,3,silent_wrong_output,integrity_check_abort
8275,107,6,silent_wrong_output,integrity_check_abort
8276,458,3,silent_wrong_output,integrity_check_abort
8279,439,3,silent_wrong_output,integrity_check_abort
8282,494,1,silent_wrong_output,integrity_check_abort
8284,147,0,silent_wrong_output,integrity_check_abort
8287,581,6,silent_wrong_output,integrity_check_abort
8290,209,1,silent_wrong_output,integrity_check_abort
8291,511,3,silent_wrong_output,integrity_check_abort
8292,328,0,silent_wrong_output,integrity_check_abort
8295,352,3,silent_wrong_output,integrity_check_abort
8296,543,4,silent_wrong_output,integrity_check_abort
8297,590,3,silent_wrong_output,integrity_check_abort
8299,286,6,silent_wrong_output,integrity_check_abort
8301,324,4,silent_wrong_output,integrity_check_abort
8303,379,6,silent_wrong_output,integrity_check_abort
8305,741,4,silent_wrong_output,integrity_check_abort
8307,315,2,silent_wrong_output,integrity_check_abort
8310,52,6,silent_wrong_output,integrity_check_abort
8315,272,2,silent_wrong_output,integrity_check_abort
8319,581,2,silent_wrong_output,integrity_check_abort
8322,730,0,silent_wrong_output,integrity_check_abort
8326,678,3,silent_wrong_output,integrity_check_abort
8327,613,0,silent_wrong_output,integrity_check_abort
8328,488,4,silent_wrong_output,integrity_check_abort
8329,293,4,silent_wrong_output,integrity_check_abort
8330,622,5,silent_wrong_output,integrity_check_abort
8331,603,6,silent_wrong_output,integrity_check_abort
8332,197,1,silent_wrong_output,integrity_check_abort
8333,746,0,silent_wrong_output,integrity_check_abort
8334,692,0,silent_wrong_output,integrity_check_abort
8336,363,4,silent_wrong_output,integrity_check_abort
8338,217,5,silent_wrong_output,integrity_check_abort
8339,431,1,silent_wrong_output,integrity_check_abort
8341,354,2,silent_wrong_output,integrity_check_abort
8342,330,4,silent_wrong_output,integrity_check_abort
8343,294,3,silent_wrong_output,integrity_check_abort
8344,402,6,silent_wrong_output,integrity_check_abort
8346,311,7,silent_wrong_output,integrity_check_abort
8347,99,7,silent_wrong_output,integrity_check_abort
8349,742,4,silent_wrong_output,integrity_check_abort
8350,208,7,silent_wrong_output,integrity_check_abort
8351,371,0,silent_wrong_output,integrity_check_abort
8354,755,7,silent_wrong_output,integrity_check_abort
8357,515,5,silent_wrong_output,integrity_check_abort
8360,384,5,silent_wrong_output,integrity_check_abort
8369,469,0,silent_wrong_output,integrity_check_abort
8372,716,7,silent_wrong_output,integrity_check_abort
8373,436,5,silent_wrong_output,integrity_check_abort
8374,170,4,silent_wrong_output,integrity_check_abort
8377,596,2,silent_wrong_output,integrity_check_abort
8381,50,2,silent_wrong_output,integrity_check_abort
8391,380,7,silent_wrong_output,integrity_check_abort
8392,87,4,silent_wrong_output,integrity_check_abort
8397,113,3,silent_wrong_output,integrity_check_abort
8401,666,0,silent_wrong_output,integrity_check_abort
8404,571,1,silent_wrong_output,integrity_check_abort
8405,265,1,silent_wrong_output,integrity_check_abort
8406,430,1,silent_wrong_output,integrity_check_abort
8408,539,1,silent_wrong_output,integrity_check_abort
8410,518,4,silent_wrong_output,integrity_check_abort
8412,548,0,silent_wrong_output,integrity_check_abort
8414,508,4,silent_wrong_output,integrity_check_abort
8418,302,2,silent_wrong_output,integrity_check_abort
8420,359,1,silent_wrong_output,integrity_check_abort
8421,249,3,silent_wrong_output,integrity_check_abort
8424,671,2,silent_wrong_output,integrity_check_abort
8430,45,6,silent_wrong_output,integrity_check_abort
8432,141,3,silent_wrong_output,integrity_check_abort
8434,540,3,silent_wrong_output,integrity_check_abort
8435,159,5,silent_wrong_output,integrity_check_abort
8436,297,7,silent_wrong_output,integrity_check_abort
8437,483,2,silent_wrong_output,integrity_check_abort
8438,233,1,silent_wrong_output,integrity_check_abort
8441,475,2,silent_wrong_output,integrity_check_abort
8442,444,0,silent_wrong_output,integrity_check_abort
8453,53,1,silent_wrong_output,integrity_check_abort
8454,140,6,silent_wrong_output,integrity_check_abort
8455,50,0,silent_wrong_output,integrity_check_abort
8456,70,7,silent_wrong_output,integrity_check_abort
8458,481,4,silent_wrong_output,integrity_check_abort
8459,62,4,silent_wrong_output,integrity_check_abort
8460,713,6,silent_wrong_output,integrity_check_abort
8462,256,2,silent_wrong_output,integrity_check_abort
8463,540,7,silent_wrong_output,integrity_check_abort
8464,72,6,silent_wrong_output,integrity_check_abort
8465,596,5,silent_wrong_output,integrity_check_abort
8469,21,0,silent_wrong_output,integrity_check_abort
8472,443,5,silent_wrong_output,integrity_check_abort
8474,380,3,silent_wrong_output,integrity_check_abort
8475,673,3,silent_wrong_output,integrity_check_abort
8476,744,0,silent_wrong_output,integrity_check_abort
8478,434,5,silent_wrong_output,integrity_check_abort
8482,292,1,silent_wrong_output,integrity_check_abort
8486,544,7,silent_wrong_output,integrity_check_abort
8487,213,3,silent_wrong_output,integrity_check_abort
8488,424,0,silent_wrong_output,integrity_check_abort
8489,330,6,silent_wrong_output,integrity_check_abort
8493,669,3,silent_wrong_output,integrity_check_abort
8497,445,7,silent_wrong_output,integrity_check_abort
8499,86,4,silent_wrong_output,integrity_check_abort
8500,207,7,silent_wrong_output,integrity_check_abort
8501,40,0,silent_wrong_output,integrity_check_abort
8502,116,1,silent_wrong_output,integrity_check_abort
8503,226,3,silent_wrong_output,integrity_check_abort
8504,575,0,silent_wrong_output,integrity_check_abort
8505,522,5,silent_wrong_output,integrity_check_abort
8506,567,1,silent_wrong_output,integrity_check_abort
8507,588,1,silent_wrong_output,integrity_check_abort
8511,534,1,silent_wrong_output,integrity_check_abort
8512,400,6,silent_wrong_output,integrity_check_abort
8516,93,7,silent_wrong_output,integrity_check_abort
8517,404,1,silent_wrong_output,integrity_check_abort
8518,655,2,silent_wrong_output,integrity_check_abort
8519,502,0,silent_wrong_output,integrity_check_abort
8521,747,2,silent_wrong_output,integrity_check_abort
8524,310,7,silent_wrong_output,integrity_check_abort
8525,280,0,silent_wrong_output,integrity_check_abort
8526,147,4,silent_wrong_output,integrity_check_abort
8527,463,2,silent_wrong_output,integrity_check_abort
8530,308,2,silent_wrong_output,integrity_check_abort
8533,227,6,silent_wrong_output,integrity_check_abort
8538,582,2,silent_wrong_output,integrity_check_abort
8539,291,3,silent_wrong_output,integrity_check_abort
8540,9,3,silent_wrong_output,integrity_check_abort
8541,412,7,silent_wrong_output,integrity_check_abort
8542,213,0,silent_wrong_output,integrity_check_abort
8543,134,4,silent_wrong_output,integrity_check_abort
8544,219,7,silent_wrong_output,integrity_check_abort
8547,354,2,silent_wrong_output,integrity_check_abort
8548,681,0,silent_wrong_output,integrity_check_abort
8549,739,0,silent_wrong_output,integrity_check_abort
8552,435,6,silent_wrong_output,integrity_check_abort
8554,422,2,silent_wrong_output,integrity_check_abort
8556,58,7,silent_wrong_output,integrity_check_abort
8557,656,1,silent_wrong_output,integrity_check_abort
8564,40,1,silent_wrong_output,integrity_check_abort
8565,219,6,silent_wrong_output,integrity_check_abort
8567,497,7,silent_wrong_output,integrity_check_abort
8569,5,3,silent_wrong_output,integrity_check_abort
8572,593,5,silent_wrong_output,integrity_check_abort
8573,310,4,silent_wrong_output,integrity_check_abort
8574,761,0,silent_wrong_output,integrity_check_abort
8575,680,6,silent_wrong_output,integrity_check_abort
8578,642,6,silent_wrong_output,integrity_check_abort
8580,653,5,silent_wrong_output,integrity_check_abort
8584,47,1,silent_wrong_output,integrity_check_abort
8586,741,0,silent_wrong_output,integrity_check_abort
8589,533,0,silent_wrong_output,integrity_check_abort
8590,542,5,silent_wrong_output,integrity_check_abort
8591,253,6,silent_wrong_output,integrity_check_abort
8592,308,0,silent_wrong_output,integrity_check_abort
8593,144,0,silent_wrong_output,integrity_check_abort
8594,389,7,silent_wrong_output,integrity_check_abort
8595,429,4,silent_wrong_output,integrity_check_abort
8597,725,7,silent_wrong_output,integrity_check_abort
8599,718,2,silent_wrong_output,integrity_check_abort
8602,607,2,silent_wrong_output,integrity_check_abort
8603,684,4,silent_wrong_output,integrity_check_abort
8604,429,7,silent_wrong_output,integrity_check_abort
8607,43,7,silent_wrong_output,integrity_check_abort
8608,510,7,silent_wrong_output,integrity_check_abort
8609,310,7,silent_wrong_output,integrity_check_abort
8617,169,2,silent_wrong_output,integrity_check_abort
8618,509,4,silent_wrong_output,integrity_check_abort
8619,414,6,silent_wrong_output,integrity_check_abort
8620,748,3,silent_wrong_output,integrity_check_abort
8621,619,3,silent_wrong_output,integrity_check_abort
8622,196,4,silent_wrong_output,integrity_check_abort
8626,389,1,silent_wrong_output,integrity_check_abort
8628,321,4,silent_wrong_output,integrity_check_abort
8629,580,0,silent_wrong_output,integrity_check_abort
8632,530,5,silent_wrong_output,integrity_check_abort
8636,674,7,silent_wrong_output,integrity_check_abort
8639,185,5,silent_wrong_output,integrity_check_abort
8642,428,4,silent_wrong_output,integrity_check_abort
8645,548,5,silent_wrong_output,integrity_check_abort
8646,535,1,silent_wrong_output,integrity_check_abort
8647,49,7,silent_wrong_output,integrity_check_abort
8649,296,7,silent_wrong_output,integrity_check_abort
8650,630,6,silent_wrong_output,integrity_check_abort
8651,78,6,silent_wrong_output,integrity_check_abort
8652,42,3,silent_wrong_output,integrity_check_abort
8655,523,0,silent_wrong_output,integrity_check_abort
8656,61,5,silent_wrong_output,integrity_check_abort
8657,601,3,silent_wrong_output,integrity_check_abort
8658,83,7,silent_wrong_output,integrity_check_abort
8661,3,5,silent_wrong_output,integrity_check_abort
8666,467,6,silent_wrong_output,integrity_check_abort
8669,683,2,silent_wrong_output,integrity_check_abort
8670,65,7,silent_wrong_output,integrity_check_abort
8674,81,2,silent_wrong_output,integrity_check_abort
8677,518,7,silent_wrong_output,integrity_check_abort
8684,230,0,silent_wrong_output,integrity_check_abort
8686,646,6,silent_wrong_output,integrity_check_abort
8687,225,5,silent_wrong_output,integrity_check_abort
8691,653,1,silent_wrong_output,integrity_check_abort
8694,752,1,silent_wrong_output,integrity_check_abort
8696,300,3,silent_wrong_output,integrity_check_abort
8698,67,3,silent_wrong_output,integrity_check_abort
8701,274,7,silent_wrong_output,integrity_check_abort
8704,248,7,silent_wrong_output,integrity_check_abort
8705,156,0,silent_wrong_output,integrity_check_abort
8706,446,5,silent_wrong_output,integrity_check_abort
8707,703,3,silent_wrong_output,integrity_check_abort
8708,464,2,silent_wrong_output,integrity_check_abort
8709,124,3,silent_wrong_output,integrity_check_abort
8711,338,6,silent_wrong_output,integrity_check_abort
8712,422,4,silent_wrong_output,integrity_check_abort
8713,256,7,silent_wrong_output,integrity_check_abort
8715,147,1,silent_wrong_output,integrity_check_abort
8716,434,5,silent_wrong_output,integrity_check_abort
8720,146,4,silent_wrong_output,integrity_check_abort
8721,36,0,silent_wrong_output,integrity_check_abort
8728,387,1,silent_wrong_output,integrity_check_abort
8729,170,3,silent_wrong_output,integrity_check_abort
8732,11,7,silent_wrong_output,integrity_check_abort
8735,106,7,silent_wrong_output,integrity_check_abort
8736,414,1,silent_wrong_output,integrity_check_abort
8737,765,1,silent_wrong_output,integrity_check_abort
8738,456,7,silent_wrong_output,integrity_check_abort
8740,282,7,silent_wrong_output,integrity_check_abort
8744,582,6,silent_wrong_output,integrity_check_abort
8745,152,4,silent_wrong_output,integrity_check_abort
8746,95,7,silent_wrong_output,integrity_check_abort
8750,455,6,silent_wrong_output,integrity_check_abort
8751,152,1,silent_wrong_output,integrity_check_abort
8755,453,7,silent_wrong_output,integrity_check_abort
8757,384,1,silent_wrong_output,integrity_check_abort
8758,614,2,silent_wrong_output,integrity_check_abort
8759,509,4,silent_wrong_output,integrity_check_abort
8760,681,3,silent_wrong_output,integrity_check_abort
8762,546,6,silent_wrong_output,integrity_check_abort
8763,417,6,silent_wrong_output,integrity_check_abort
8764,279,5,silent_wrong_output,integrity_check_abort
8767,346,7,silent_wrong_output,integrity_check_abort
8769,3,5,silent_wrong_output,integrity_check_abort
8775,378,0,silent_wrong_output,integrity_check_abort
8776,187,7,silent_wrong_output,integrity_check_abort
8777,711,7,silent_wrong_output,integrity_check_abort
8779,47,4,silent_wrong_output,integrity_check_abort
8782,332,1,silent_wrong_output,integrity_check_abort
8783,396,7,silent_wrong_output,integrity_check_abort
8786,194,1,silent_wrong_output,integrity_check_abort
8790,697,7,silent_wrong_output,integrity_check_abort
8794,360,7,silent_wrong_output,integrity_check_abort
8796,766,7,silent_wrong_output,integrity_check_abort
8797,206,4,silent_wrong_output,integrity_check_abort
8800,556,1,silent_wrong_output,integrity_check_abort
8805,413,1,silent_wrong_output,integrity_check_abort
8806,456,0,silent_wrong_output,integrity_check_abort
8807,198,3,silent_wrong_output,integrity_check_abort
8809,653,1,silent_wrong_output,integrity_check_abort
8810,712,4,silent_wrong_output,integrity_check_abort
8811,684,7,silent_wrong_output,integrity_check_abort
8812,732,0,silent_wrong_output,integrity_check_abort
8815,324,6,silent_wrong_output,integrity_check_abort
8817,373,6,silent_wrong_output,integrity_check_abort
8818,565,1,silent_wrong_output,integrity_check_abort
8819,569,0,silent_wrong_output,integrity_check_abort
8821,18,6,silent_wrong_output,integrity_check_abort
8822,548,7,silent_wrong_output,integrity_check_abort
8825,79,2,silent_wrong_output,integrity_check_abort
8826,34,2,silent_wrong_output,integrity_check_abort
8828,328,3,silent_wrong_output,integrity_check_abort
8829,660,2,silent_wrong_output,integrity_check_abort
8832,246,4,silent_wrong_output,integrity_check_abort
8834,167,3,silent_wrong_output,integrity_check_abort
8837,332,3,silent_wrong_output,integrity_check_abort
8838,154,7,silent_wrong_output,integrity_check_abort
8839,536,2,silent_wrong_output,integrity_check_abort
8840,489,2,silent_wrong_output,integrity_check_abort
8841,740,1,silent_wrong_output,integrity_check_abort
8843,628,4,silent_wrong_output,integrity_check_abort
8844,664,0,silent_wrong_output,integrity_check_abort
8845,366,5,silent_wrong_output,integrity_check_abort
8847,608,3,silent_wrong_output,integrity_check_abort
8849,374,4,silent_wrong_output,integrity_check_abort
8851,23,3,silent_wrong_output,integrity_check_abort
8852,418,3,silent_wrong_output,integrity_check_abort
8855,670,6,silent_wrong_output,integrity_check_abort
8856,500,3,silent_wrong_output,integrity_check_abort
8857,761,3,silent_wrong_output,integrity_check_abort
8858,655,6,silent_wrong_output,integrity_check_abort
8861,147,7,silent_wrong_output,integrity_check_abort
8864,653,6,silent_wrong_output,integrity_check_abort
8867,634,4,silent_wrong_output,integrity_check_abort
8868,506,7,silent_wrong_output,integrity_check_abort
8870,476,2,silent_wrong_output,integrity_check_abort
8878,430,1,silent_wrong_output,integrity_check_abort
8884,638,3,silent_wrong_output,integrity_check_abort
8887,423,3,silent_wrong_output,integrity_check_abort
8888,502,1,silent_wrong_output,integrity_check_abort
8890,670,3,silent_wrong_output,integrity_check_abort
8891,171,4,silent_wrong_output,integrity_check_abort
8892,470,3,silent_wrong_output,integrity_check_abort
8893,667,7,silent_wrong_output,integrity_check_abort
8894,570,4,silent_wrong_output,integrity_check_abort
8896,234,3,silent_wrong_output,integrity_check_abort
8900,601,1,silent_wrong_output,integrity_check_abort
8906,13,7,silent_wrong_output,integrity_check_abort
8908,337,1,silent_wrong_output,integrity_check_abort
8909,703,0,silent_wrong_output,integrity_check_abort
8911,554,6,silent_wrong_output,integrity_check_abort
8916,367,7,silent_wrong_output,integrity_check_abort
8917,229,2,silent_wrong_output,integrity_check_abort
8918,82,1,silent_wrong_output,integrity_check_abort
8921,760,6,silent_wrong_output,integrity_check_abort
8924,389,5,silent_wrong_output,integrity_check_abort
8930,268,5,silent_wrong_output,integrity_check_abort
8931,533,4,silent_wrong_output,integrity_check_abort
8933,322,3,silent_wrong_output,integrity_check_abort
8936,548,6,silent_wrong_output,integrity_check_abort
8937,168,6,silent_wrong_output,integrity_check_abort
8939,278,2,silent_wrong_output,integrity_check_abort
8940,378,5,silent_wrong_output,integrity_check_abort
8942,482,4,silent_wrong_output,integrity_check_abort
8943,606,2,silent_wrong_output,integrity_check_abort
8945,286,5,silent_wrong_output,integrity_check_abort
8947,254,0,silent_wrong_output,integrity_check_abort
8948,443,7,silent_wrong_output,integrity_check_abort
8953,585,7,silent_wrong_output,integrity_check_abort
8959,57,3,silent_wrong_output,integrity_check_abort
8960,584,0,silent_wrong_output,integrity_check_abort
